PIDN,CaIn,PIn,pHIn,SOCIn,SandIn,Ca,P,pH,SOC,Sand
1L3N7Qp5,-0.518125442708758,0.529116847740197,-1.03355351834523,-0.830505506070914,1.72363930325255,-0.503142372658808,0.435931922573476,-1.13871879325277,-0.826608677053358,1.81780586148258
1nGYRpW6,-0.465270079750825,-0.347396343374812,0.123810088521394,-0.706825413205443,1.67967720676452,-0.424755290718705,-0.318013653716971,0.198738025060219,-0.740658096929862,1.5818364235748
1o7wVf31,-0.460319847338131,0.610734364212504,-0.770058476707392,0.00971409221941855,-0.396202797945168,-0.425623044393319,0.940867950731298,-0.596253790020927,-0.0530534559418918,-0.78927583153075
1pA0AhKG,-0.109398046378802,-0.484561323692987,-0.0541722902268038,-0.680120892611249,-0.52552239293809,-0.187280035099427,-0.37680757480384,-0.23149283957193,-0.717217029623454,-0.511440848187724
1sepsL1F,-0.375104637006607,-0.424485078583957,-0.930280781993249,2.18856326165091,-1.12273662058587,-0.464093457301193,-0.383724506696413,-0.830074912103617,2.11915211445192,-1.21934916191105
1SP9aiFj,-0.359007030756733,-0.423729891982902,0.120545682308487,-0.390808188782522,-0.0282314516535713,-0.42591229561819,-0.331847517502116,-0.540136720721081,-0.615639071295685,-0.0395019723721719
1VUeEVXP,-0.236880505477176,-0.330380500038673,-0.920869083840332,0.395819436243109,-0.464115603330445,-0.220543925959618,-0.283428994254106,-0.998426120003154,0.37669944467559,-0.56472426965077
1wwu2kHQ,-0.430371992707845,-0.284054233531578,-0.189519444647887,-0.583297858545812,0.60853975579985,-0.464961210975806,-0.331847517502116,-0.0163774072558552,-0.545315869376461,0.645570589295565
1YAKS2yv,-0.499765647242831,-0.00333895665787143,-0.7653232055593,-0.0672433290837589,0.152846491815492,-0.49880360428574,-0.0932133672083512,-0.914250516053385,-0.287464129005972,0.0632589118779884
1ybBUiVX,1.63441288939053,0.0191260519750633,0.511008985245949,0.591622913395476,-0.76224931750048,1.9236754040108,-0.224635073167236,0.413853457376294,0.49390478120763,-0.62561960846568
1YV79gwe,-0.241049554977461,0.0497546553770283,1.06896879970918,-0.572599138306451,1.42546647477493,-0.288517963804357,0.148879249031701,1.63907613708959,-0.670334895010637,1.86728332426969
20yff7Sw,7.25555989955888,-0.508591117562418,2.06004002221237,3.61982447260883,-0.0528004065600705,9.04706531891453,-0.407933768320418,2.16283545055482,2.97084422658475,0.0442291184983291
2aQsRZzt,-0.16593367171946,-0.326576654084392,-0.397684429843482,0.0306354086060665,-0.801892385645349,-0.226328950457043,-0.224635073167236,-0.418549737238083,0.111034015202965,-0.762634120799227
2c1wmyMT,1.59400023367115,0.984795992912068,2.27184069582859,0.133700964622257,-0.33678762976351,1.69429918268791,0.927034086946153,2.23765820962128,-0.107749279656844,-0.294501203659607
2DFmSARq,-0.123250250543727,-0.379928615085618,0.259099339146927,-0.395895752105353,-0.577869284674396,-0.223436438208331,-0.394099904535273,-0.343726978171622,-0.139004036065388,-1.1051704016331
2fxPQfHv,0.0748990550919254,-0.298016869486646,-0.73819489321909,2.01493981839625,-0.811238008820599,0.0976324213987324,-0.190050413704372,-0.876839136520155,1.83785930677503,-0.85017117034566
2fYRt5ri,0.924806029250491,0.787810122373712,0.309964138364647,3.72188248130264,-1.26121683096435,1.03625264610587,0.00362367928766955,0.208090869943527,4.72892427456535,-1.3563636742446
2IhsYM3m,0.0746107859930353,1.26761615725221,1.14960245343116,-0.262645838771697,-0.0468455785831772,0.0715998111603219,1.98532466650981,1.04984690944121,-0.451551600150829,0.048035077174261
2jJLLO64,-0.211496769038935,-0.240180845863933,0.373652083703403,-0.477653672012785,0.0495670745766823,-0.256411077843651,-0.241927402898669,0.498029061326063,-0.514061112967917,0.0251993251186697
2JJSdf3i,1.56701432475553,0.335241914685894,1.49967458591573,3.13308524515973,-0.541772904160187,1.5265334722626,0.238799363635148,1.4052550150069,1.11118622027638,-0.439127633345018
2o6ofcMY,0.145015067671547,2.14070580986348,1.83830531056992,-0.306347502947993,0.763579425958508,0.106309958144869,2.48334376277506,1.68584036150613,-0.318718885414516,0.721689762814202
2SJYOLhg,-0.489133934635099,2.89932453078884,-0.128746285568811,-0.441117136836475,0.876302842418138,-0.391780651083386,10.1888058911013,-0.128611545855547,-0.498433734763645,0.980494952777569
2uSlQCBR,2.97699844617276,0.333449314818181,1.75355254826218,3.48992132350535,-1.07877028107768,2.64593571251425,-0.248844334791242,1.73260458592267,3.47873401822359,-1.05949889752191
2Z0feOYU,-0.149950643437212,-0.254829718244737,-0.459610129780232,-0.0602344763983282,-0.62259572543562,-0.180048754477647,-0.324930585609544,-0.418549737238083,-0.139004036065388,-0.519052765539587
33KG7Tot,-0.232709238428584,-0.418279250242876,0.371227409502124,-0.641660400752663,0.933418446420458,-0.31744308629148,-0.369890642911267,0.46997052667614,-0.521874802070053,1.04900220894434
3Ch5xNFR,-0.396144085506276,-0.19298849383128,-0.805650419868472,-0.14931394865058,-0.734785565826403,-0.495911092037028,-0.283428994254106,-0.904897671170077,-0.287464129005972,-0.834947335641933
3cTEiBXT,0.188849014342828,-0.24073999202662,0.0225709785700001,1.31502809716225,-1.05753493853999,0.0889548846525956,-0.342222915340976,0.123915265993758,1.49405698628104,-1.15464786442021
3Deou72a,1.49301586946887,-0.206046686888357,0.446056111508481,1.24557400343205,-0.965693371103132,1.54128528473103,-0.11396416288607,0.441911992026217,1.00960826194861,-0.865395005049388
3efdrcmC,-0.605248821859493,-0.28358541438135,-0.487967493122882,-0.593228787769441,-0.878684215160408,-0.505456382457778,-0.3871829726427,-0.586900945137619,-0.490620045661509,-0.979573765327344
3Eoh7UjL,0.0026521517928794,-0.316636782667019,0.81181869587965,-0.562788230595253,-0.385027909438666,0.0585835060411166,-0.414850700212991,0.853437166891751,-0.560943247580733,-0.351590583798585
3FqbkdDZ,-0.294870627298503,-0.240803384864166,0.395152474839049,-0.693435831429689,0.904817620837914,-0.315418327717381,-0.335305983448403,0.544793285742601,-0.592198003989277,0.73691359751793
3hA26oIf,-0.441929778906428,-0.463789343552862,-0.367154333613714,-0.753955982741864,0.623349999297627,-0.410003478250273,-0.359515245072408,-0.521431030954466,-0.654707516806365,0.382959440656265
3I1xzT5d,-0.559105370581726,-0.24653035307344,-0.304159778025566,-0.710139569068325,1.11987469949409,-0.488969062640118,-0.342222915340976,-0.203434304922007,-0.748471786031998,1.05280816762027
3iXlAEcf,1.69931012461078,-0.217634363164025,0.496844784103414,0.538409549942607,-0.846250875520216,1.94884026057459,-0.307638255878111,0.526087595975985,0.439208957492678,-0.823529459614137
3jPWcvCI,2.03755442909818,-0.286502621612699,2.10490002129325,-0.125787594271024,-0.919478016467199,1.93727021157974,-0.196967345596945,2.15348260567151,-0.303091507210244,-0.819723500938205
3jZIELzg,1.3946210620825,-0.102638210820687,0.937356858031988,0.232689486697872,-0.671902820129706,1.49471583752676,-0.207342743435804,0.619616044809061,0.361072066471317,-0.640843443169407
3pLdkaFn,5.55473621166566,-0.24171402998033,2.01015448442354,3.45757029996233,-0.204106966408379,5.45456510601388,-0.338764449394689,2.0225427773052,2.71299248621426,-0.104203269863014
3QinhL7T,-0.393169011645045,-0.38362888502158,-0.548254092078254,0.385764486261486,-0.591241714062651,-0.454837418105313,-0.273053596415247,-0.605606634904235,0.298562553654229,0.245944928322718
3u3DgxA6,-0.219816939598824,-0.265100073263484,0.74979081846095,-0.295232640081359,0.560079843788028,-0.210998635538868,-0.183133481811799,0.750555873175368,-0.178072481576068,0.284004515082037
3uTlvbVh,-0.26908994495892,0.196928542501637,-0.0242539400607047,-0.0876296479645688,0.146984736025754,-0.281575934407448,0.287217886883159,-0.100553011205624,-0.146817725167524,0.0366172011464655
3v6u1vZ1,1.05896760037796,1.10610914070551,0.666844010298687,0.234042159809668,-1.2699223416349,1.15918441667614,2.41417444384933,0.647674579458984,0.134475082509373,-1.17367765779987
3wggwJ8y,0.372287085333599,0.27029419703561,-0.298186209049506,1.96708481375712,-0.927717441913135,0.399321448939423,0.349470273916315,-0.353079823054929,2.06445629073697,-1.11278231898496
3xFJOZN1,-0.132131724591226,-0.225516490919262,0.410745316293399,-0.383903013602286,-0.44363207567412,-0.231824723729596,-0.369890642911267,0.647674579458984,-0.396855776435877,-0.553306393622974
3xomSDCh,-0.414652600367966,-0.211116103623653,-0.140099378707307,-0.76145457445633,1.56226841634625,-0.419548768671023,-0.273053596415247,-0.100553011205624,-0.795353920644814,1.78735819207513
3xysSYFS,3.00660241957693,0.364619616478222,1.83233658434369,-0.209143659385028,-0.390119798661633,2.90626181489836,0.453224252304908,1.79807450010582,-0.310905196312381,-0.294501203659607
42ky64eL,-0.300975638766829,-0.149820944450739,-0.631177306556994,2.09875542695912,-0.54404652668936,-0.401036690279265,-0.0413363780140544,-0.530783875837774,2.40044492212882,-0.903454591808706
49Ps2yiS,1.41511867209814,1.95616583809127,2.04207031195392,-0.728088728727435,-0.552386599156396,1.51496342326775,2.22395881680357,2.05060131195512,-0.631266449499957,-0.659873236549067
4Btym8OZ,-0.386874381873098,-0.172350949901529,0.0295718887145977,-0.77427961515874,1.12018331587197,-0.445581378909434,-0.26959513046896,-0.0818473214390087,-0.693775962317046,0.854898316471817
4dSarzbK,-0.0929888016332883,-0.190792037947149,-0.083950963751251,0.783841301386509,-0.898588503021617,-0.0469931910368816,-0.283428994254106,-0.184728615155393,0.837707101701615,-1.0823346495775
4GBlf0aN,-0.35069370451956,-0.462533081423744,0.0363242475769976,-0.74856061445049,0.198857786532155,-0.34810371612783,-0.3871829726427,-0.0631416316723939,-0.779726542440542,0.344899853896947
4kAn9yjm,1.36247881107181,-0.0443597036891967,2.29252750776732,-0.975800428135209,0.00100099076908222,1.70008420718534,-0.141631890456361,2.25636389938789,-0.662521205908501,-0.134650939270469
4MOVGqch,-0.209912480363415,-0.292093632220685,0.262930885532681,-0.537357295155253,0.851664851035732,-0.174263729980222,-0.345681381287262,0.161326645526989,-0.631266449499957,1.01855453953689
4UbzOVXB,0.499684628209847,-0.224106238436407,-0.465677115123301,2.92390870698049,-1.48656679800851,0.447626403492918,-0.318013653716971,-0.362432667938237,3.0255400502997,-1.39442326100392
4URb4lsR,1.31174124089564,-0.301750094093195,2.1787310011972,-0.373120697281102,-1.12908052776411,0.841008069317789,-0.394099904535273,2.07865984660505,-0.2718367508017,-1.23076703793885
4YHY4mTs,-0.219551781168971,0.307959737176616,-0.383389206958784,1.0752053459419,-0.575816552938793,-0.248890545996999,0.411722660949471,-0.484019651421235,1.27527369142123,-0.416291881289427
53Kd5Mz0,-0.485394378500778,-0.235981142264309,-0.609389119025424,-0.735672800903977,1.02317928233415,-0.494464835912671,-0.338764449394689,-0.848780601870232,-0.779726542440542,1.21265843200941
53tW1ooL,-0.367673119502698,-0.0623834248962973,0.0766026491777421,-0.428297926046035,0.951229902373509,-0.404796956202591,-0.16238268613408,0.628968889692369,-0.420296843742285,1.05280816762027
55g0v1cd,-0.0430177448153786,-0.426273158506747,0.041272667428812,0.487811611019914,-1.09698726474753,0.0224271029322131,-0.383724506696413,-0.0818473214390087,0.353258377369181,-1.0823346495775
57TSLuOB,-0.490974673949366,-0.320890668762304,-0.377886489837239,-0.294978813341878,-0.284323916033916,-0.463225703626579,-0.22117660722095,-0.334374133288314,-0.279650439903836,-0.195546278085379
58YmfApD,-0.32351004107164,-0.368027447193954,-0.247842459115988,0.137951833059596,0.0036923209826476,-0.318600091190965,-0.314555187770684,-0.203434304922007,0.204798284428597,0.314452184489492
5Cq99Wp6,0.855559851452845,-0.155407921685282,1.82825858262868,-0.874252906797174,-0.681952431930856,1.1736469779197,-0.255761266683814,2.40600941752081,-0.771912853338406,-0.252635658224357
5CS3G1N8,0.0246406930531377,-0.282890977958659,-0.333521879606907,0.277829701335158,-1.01490573143574,-0.0701332890265799,-0.390641438588986,-0.325021288405006,0.290748864552093,-1.20793128588326
5eLY5nw7,-0.346802169922827,-0.276628360241348,-0.445444431542684,3.86163017778112,-0.525337842349561,-0.446449132584048,-0.380266040750127,-0.409196892354775,4.3694945758671,-0.404874005261631
5g1V1hOr,-0.379469826823601,-0.507276229658573,0.0126686853275242,-0.61960692667477,-0.0817384061284407,-0.399590434154909,-0.390641438588986,0.011681127394067,-0.678148584112774,0.0404231598223972
5GaYmr8p,-0.344591715793766,-0.134440634610173,0.411607843594991,-0.727526443586576,1.08762371639378,-0.328723884061458,-0.238468936952382,0.451264836909525,-0.717217029623454,1.19362863862975
5gQhOzV7,-0.432033737375417,-0.23923074043566,-0.578933763136208,-0.62468459644284,0.199560274153466,-0.44471362523482,-0.342222915340976,-0.773957842803771,-0.639080138602093,0.341093895221015
5hhEGbrX,-0.0767278132017624,-0.495552822802865,0.526153551981336,-0.400848700086918,-0.576145139535672,-0.142446095244387,-0.397558370481559,0.423206302259602,-0.412483154640149,-0.678903029928726
5kEgXDPA,-0.442445951076392,-0.471069418856104,-0.583117058877862,-0.702993767949884,0.181770043181952,-0.451077152181987,-0.362973711018695,-0.717840773503925,-0.584384314887141,0.154601920100353
5LwMALfW,0.834052102597519,0.00207000478033503,1.80481201897021,-0.693575510446372,-0.964519215096605,0.945138510271431,0.10046072578369,1.87289725917228,-0.592198003989277,-1.06330485619784
5mr8amI1,0.850418688374716,1.14803389546844,0.607447921654737,0.534783073149846,-1.0193370674061,0.865305172206972,1.04808039506618,0.50738190620937,0.548600604922582,-1.22696107926292
5n0HY8Vo,-0.450726804429135,-0.288275651353133,-0.274797602231617,-0.578683736721779,0.614579302838958,-0.45888693525351,-0.190050413704372,-0.175375770272085,-0.639080138602093,1.09467371305553
5pBWTrZ8,-0.582476181788364,-0.440687637355922,-1.09377918932069,-0.736921542507353,-0.489894390586503,-0.503142372658808,-0.380266040750127,-1.12001310348615,-0.545315869376461,-0.461963385400609
5qHS1rim,-0.265110914683094,-0.340007589718852,-0.391996730668781,0.0373286798435757,-0.300521812323584,-0.33161639631017,-0.245385868844955,-0.287609908871776,-0.170258792473932,0.158407878776285
5S0LbokT,-0.328595705605607,-0.129219088438249,0.569398591306252,-0.574887563839148,0.903750410774503,-0.289674968703842,-0.255761266683814,0.731850183408753,-0.529688491172189,0.999524746157228
5TDGJ54G,-0.277858374363599,-0.0113036164707134,0.345380035828155,-0.403656745293084,1.08722108034626,-0.324963618138132,-0.16238268613408,0.245502249476757,-0.568756936682869,0.88154002720334
5TK5heiN,-0.376266637386721,-0.217246691224745,0.157828196262015,-0.593252554273896,0.763541171769159,-0.43516833481407,-0.324930585609544,0.0584453518106048,-0.717217029623454,0.752137432221657
5uMLefCa,-0.442619290182098,0.186433366258398,-0.642324688355531,-0.510567460184085,1.64958531893344,-0.495621840812156,0.238799363635148,-0.530783875837774,-0.600011693091413,1.76832839869547
5VQ0UAk3,0.217672258716577,-0.25753514191726,-0.0483643725457359,1.32578694655607,-1.29610535897891,0.117880007139718,-0.359515245072408,-0.0724944765557013,1.05649039656142,-1.24979683131851
5W1RWnld,-0.143308971869977,-0.158230931887801,0.541307088191386,-0.563215173796344,0.925090498323609,-0.0354231420420325,-0.262678198576387,0.647674579458984,-0.498433734763645,1.15556905187043
651jgppK,-0.361588257439787,-0.212770280837931,-0.586450530340587,0.428095372923998,-0.974304735022177,-0.405086207427462,-0.314555187770684,-0.811369222337002,0.275121486347821,-1.22696107926292
6647yjGc,-0.335737914525444,-0.228906219268965,-0.0009390381005705,-0.677658430659413,0.768667092977832,-0.352442484500898,-0.22117660722095,-0.353079823054929,-0.68596227321491,0.862510233823681
66cs5q4c,-0.520038027940555,-0.251214723992661,-0.569371973777153,-0.216868087617478,-1.01903267117459,-0.493597082238058,-0.338764449394689,-0.66172370420408,-0.318718885414516,-1.12039423633682
68b1w3EO,0.624429073827487,-0.164973752773194,0.78445842089536,-0.130336932034389,-0.266666825324226,0.473659013731329,-0.259219732630101,0.759908718058675,-0.123376657861116,0.0822887052576478
68eZr1Cx,-0.433378981970608,-0.502968393873716,-1.26812773331005,-0.112632298453683,-1.26495010182052,-0.485787299166535,-0.401016836427845,-1.36318707045215,0.0328971241816044,-1.16225978177207
69u1fitO,-0.60207018409552,-0.133334910076855,-1.00095807589048,-0.51209768287432,-0.0828404658987871,-0.507191889807005,-0.0828379693694918,-1.00777896488646,-0.451551600150829,-0.195546278085379
6CpJC8FT,-0.493418442852434,-0.36805540774546,-1.15076082556846,-0.285731931619431,-0.465095003000986,-0.478266767319883,-0.276512062361533,-1.25095293185246,-0.185886170678204,-0.56472426965077
6e6RPqjN,-0.516906743292991,-0.199195259948255,-1.04746823000881,0.0124246031264548,-0.535683598494959,-0.466985969549905,-0.297262858039252,-1.14807163813607,-0.0296123886354837,-0.595171939058225
6gedfeYN,-0.32219736382024,0.489140956545753,0.627560257822209,-0.408836033885983,-0.989708669170884,-0.345500455103989,0.543144366908356,0.825378632241828,-0.443737911048693,-1.15464786442021
6HBVKZwh,-0.258168791821716,-0.479287859048754,-0.666739739492472,2.893149393889,-0.885409188671563,-0.309633303219957,-0.380266040750127,-0.727193618387234,2.83801151184844,-0.983379724003276
6iFIpYJJ,-0.331448544785089,-0.509031085618944,-0.281522524482627,-0.247106854788363,-0.34189805655669,-0.346946711228345,-0.390641438588986,-0.306315598638391,-0.201513548882476,-0.241217782196561
6iGjsTvq,-0.0854508741876932,-0.42567802481105,-0.328587568498508,0.292614492349038,-1.37145550726936,-0.1855445277502,-0.383724506696413,-0.23149283957193,0.322003620960637,-1.2726325833741
6LfZ3baf,-0.476557591616663,-0.360943674516393,-0.251109323469565,-0.511026486956744,1.02619829245296,-0.448184639933275,-0.26959513046896,-0.325021288405006,-0.607825382193549,1.12512138246298
6mcoODWx,-0.40048463315511,-0.435027049666105,-1.001898056112,1.4425570394374,-0.784628692788917,-0.500249860410096,-0.32838905155583,-1.06389603418631,1.25183262411482,-0.842559252993796
6tJaNv7h,-0.448374666544805,-0.360900583796565,-1.15900426214785,-0.823037262788567,2.02305237295141,-0.512109160629816,-0.349139847233549,-0.93295620582,-0.787540231542678,1.9281786630846
6w4WIkJF,-0.260210846644041,-0.29046641749298,-0.616755101074263,3.3565931511071,-0.907228658545225,-0.360541518797293,-0.383724506696413,-0.568195255371004,3.47092032912145,-1.0100214347348
74N1ywcG,-0.334505058828729,-0.308639210249994,-0.576842445857553,-0.0257996305576498,-0.930828081023808,-0.390912897408772,-0.404475302374132,-0.839427756986925,0.0719655696922845,-1.29927429410562
7auBJ9Li,-0.306441490575267,-0.367860976200491,-0.207589406841977,-0.238401151123036,-0.056581938472025,-0.406821714776689,-0.27997052830782,-0.306315598638391,-0.23276830529102,0.0328112424705336
7dxBVPu2,-0.476977154389062,-0.150326029093748,-0.438146405341742,-0.0985046046548277,-0.532995970254067,-0.449630896057631,-0.0897549012620647,-0.306315598638391,-0.107749279656844,-0.233605864844697
7EeBja1E,0.0498217932377662,-0.481970116973998,0.625352445207112,-0.336998229885886,-1.25020430033337,-0.015754058750789,-0.380266040750127,0.722497338525445,-0.474992667457237,-1.42487093041137
7i5ZZo7j,-0.379276022283144,-0.288114648186338,-1.07931393369631,-0.305634354923278,-0.675860510657092,-0.123355514402886,-0.324930585609544,-0.755252153037156,2.19728900547328,-1.15084190574428
7iJJOdzL,1.06570776445069,-0.0189425838688928,0.267921093621053,0.889171657311671,-1.09849023411525,1.04435168040226,-0.169299618026653,0.217443714826835,0.954912438233655,-1.00621547605887
7JG6wNBt,-0.242923886457052,-0.139039545821988,-0.0679386262670523,-0.551142653382577,0.366587605953011,-0.269716634187727,-0.231552005059809,-0.15667008050547,-0.537502180274325,0.451466696823039
7Pr1uyjN,-0.254454182032129,-0.265581457942035,-0.053492724335003,-0.244817340886094,-0.900387963831324,-0.204924359816572,-0.356056779126122,-0.0631416316723939,-0.342159952720925,-0.800693707558546
7qkjFK0c,-0.595340191502524,0.171155458285766,-0.737096496705819,-0.766158981863974,1.66685992731245,-0.495621840812156,0.263008625259154,-0.577548100254312,-0.678148584112774,1.64273176238971
7rRqB3Uq,-0.0223756944420353,0.0503998288359346,-0.0689722037367364,-0.109420111712971,-0.58368071577215,-0.122198509503401,-0.0447948439603408,-0.166022925388777,-0.131190346963252,-0.587560021706361
7RWa00Kd,-0.487833611632874,-0.135781996207215,-1.1861149127069,-0.825173993956888,1.64633259601387,-0.515869426553142,-0.235010471006096,-0.848780601870232,-0.72503071872559,1.70743305988056
7uAGulOq,-0.391723147583319,-0.283482702187002,-0.21866741726433,-0.299299314014171,-0.915583261156005,-0.416945507647182,-0.369890642911267,-0.119258700972239,-0.201513548882476,-1.02524526943853
7WP65QXp,-0.411760874599648,-0.303020418997648,-0.843864123430309,-0.462303164465048,-1.03682962464891,-0.369508306768301,-0.397558370481559,-1.07324887906961,-0.506247423865781,-1.36778155027239
7Wzos8cP,-0.21554666524315,-0.449828378607408,0.224117061837999,0.089743109670998,-0.345217611509813,-0.309344051995086,-0.359515245072408,0.385794922726371,-0.0452397668397558,-0.553306393622974
7YwRGr7e,-0.241656060874521,0.823257531104473,0.132210987015013,-0.640227769052181,0.763721486005945,-0.294592239526653,2.55251308170079,-0.109905856088932,-0.545315869376461,0.660794423999292
7zJh9Izs,1.33251861952487,1.25302124688872,0.393266988432456,1.04283329976946,-0.949788573270869,1.23265422779343,4.71405429812982,0.367089232959756,1.07993146386783,-0.86920096372532
80phrt89,-0.415718121767709,-0.229926445050268,-0.846176214412369,-0.448828806875063,-0.689626416700865,-0.459465437703253,-0.324930585609544,-0.904897671170077,-0.381228398231605,-0.78927583153075
82B2FqTl,-0.45335540908028,-0.358650911175546,-1.08352180107375,-0.799403164543911,0.580356975586167,-0.486076550391406,-0.373349108857554,-0.998426120003154,-0.795353920644814,0.634152713267769
82zEhT3x,-0.241855861639893,-0.166579682830588,-0.832559695562852,0.451155420800241,-0.993753630269655,-0.142156844019516,-0.26959513046896,-0.512078186071158,0.509532159411902,-1.07091677354971
87oB866D,-0.398995992532754,-0.143212253326937,-0.512367340121843,-0.542741765958873,1.70515346842503,-0.48694430406602,-0.0655456396380595,-0.614959479787542,-0.576570625785005,1.52855300211176
88YP2Vqn,-0.283999136354284,-0.236163971311243,0.451254160721417,-0.696197701739003,1.67491158677504,-0.383970868011862,-0.324930585609544,0.498029061326063,-0.654707516806365,1.71123901855649
8F4t06US,-0.435611090115732,-0.238141680367307,-1.0945606169696,0.624677963342073,-0.453631639497051,-0.433722078689714,-0.131256492617502,-1.01713180976977,0.525159537616174,-0.0280840963443764
8f7WW88M,0.335500506337096,0.385082021449334,1.62470733703878,-0.579012925437347,-0.371697565833617,0.470766501482617,0.128128453353982,1.38654932524028,-0.576570625785005,-0.519052765539587
8fCgCzKp,-0.302091978976977,-0.335484899485409,-0.601264974381367,-0.551266244867712,0.255664408697978,-0.287939461354615,-0.311096721824398,-1.04519034441969,-0.521874802070053,0.131766168044762
8nzyXvXU,-0.427964181193123,-0.197204507094257,-0.932178675538127,-0.617888007709517,0.681055869128524,-0.403350700078235,-0.0966718331546376,-0.923603360936693,-0.607825382193549,0.889151944555204
8ooLY9Bt,-0.0876657822038021,-0.45461580588787,-0.373827993887746,-0.00615756422936187,-1.22903563949521,-0.144760105043357,-0.362973711018695,-0.278257063988468,0.0328971241816044,-1.30308025278155
8RQGnOcI,-0.304069175766785,0.180786240637672,-1.42488479441102,0.910819308068803,-1.04665416358703,-0.368640553093687,0.176546976601992,-1.52218543346838,0.743942832475982,-0.827335418290069
8ujcZd8d,-0.37390181299236,-0.314684241726781,0.138992562654037,-0.214973261120996,0.420780252388706,-0.36227702614652,-0.338764449394689,0.03973966204399,-0.23276830529102,0.451466696823039
